country,title,salary_min,salary_max,employment_type,category,posting_date,location,is_estimated,company_name,exchange_rate,salary_min_pln,salary_max_pln,salary_avg_pln,salary_spread_pct,IT_seniority_level,day_of_week,has_salary
gb,Senior Surveyor / Associate - Valuation / Lease Advisory,47439.52,47439.52,full_time,Trade & Construction Jobs,2026-02-24 10:27:14+00:00,"Brighton, East Sussex",True,HAYS,4.8924,232093.107648,232093.107648,232093.107648,0.0,,Tuesday,True
gb,IT Systems Analyst,40000.0,50000.0,full_time,IT,2026-03-10 21:15:18+00:00,"Maidstone, Kent",False,INTEC SELECT LIMITED,4.8924,195696.0,244620.00000000003,220158.0,25.000000000000018,Not Specified,Tuesday,True
gb,IT Manager - UK Operations,65000.0,100000.0,full_time,IT,2026-03-20 17:14:13+00:00,"Keighley, West Yorkshire",False,Hays Specialist Recruitment Limited,4.8924,318006.0,489240.00000000006,403623.0,53.84615384615387,Not Specified,Friday,True
pl,Senior Fullstack Developer (Node.js & React) @ DCG sp. z o.o.,1500.0,1980.0,full_time,IT,2026-03-27 01:56:52+00:00,"Warszawa, mazowieckie",False,DCG sp. z o.o.,1.0,18000.0,23760.0,20880.0,32.0,Senior,Friday,True
us,"Occupational Therapist (OT), Pool",121960.5,121960.5,full_time,Healthcare & Nursing Jobs,2025-10-06 17:36:22+00:00,"Pear Valley, McCulloch County",True,"Shannon Rehabilitation Hospital, an affiliate of Encompass Health",3.6506,445229.0013,445229.0013,445229.0013,0.0,,Monday,True
us,OT Therapy Team Leader,86821.68,86821.68,full_time,Healthcare & Nursing Jobs,2026-03-31 21:01:12+00:00,"Indian Rocks Beach, Pinellas County",True,Encompass Health Rehabilitation Hospital of Largo,3.6506,316951.225008,316951.225008,316951.225008,0.0,,Tuesday,True
us,IT Asset Manager,106427.59,106427.59,Not specified,IT,2026-03-24 21:04:42+00:00,"Saint Paul, Ramsey County",True,"ASM Research, An Accenture Federal Services Company",3.6506,388524.56005399994,388524.56005399994,388524.56005399994,0.0,Not Specified,Tuesday,True
us,New Grad RN - Spine Trauma,109349.29,109349.29,Not specified,Healthcare & Nursing Jobs,2026-01-01 05:33:30+00:00,"Asheville, Buncombe County",True,Mission Hospital,3.6506,399190.51807399996,399190.51807399996,399190.51807399996,0.0,,Thursday,True
pl,Administrator IT / Administratorka IT,,,Not specified,IT,2026-03-29 18:28:15+00:00,"Włocławek, kujawsko-pomorskie",False,Anwis Sp. z o.o.,1.0,,,,,Not Specified,Sunday,False
pl,2nd Line IT Support Specialist 24 7,,,full_time,IT,2026-01-24 01:37:43+00:00,"Warszawa, mazowieckie",False,CGI,1.0,,,,,Not Specified,Saturday,False
gb,Delivery Driver,41914.41,41914.41,Not specified,Logistics & Warehouse Jobs,2026-03-31 13:53:05+00:00,"Midgham, Reading",True,Evri,4.8924,205062.05948400003,205062.05948400003,205062.05948400003,0.0,,Tuesday,True
pl,Azure Cloud Architect,,,full_time,IT,2025-10-30 00:52:47+00:00,"Warszawa, mazowieckie",False,BlueSoft,1.0,,,,,Not Specified,Thursday,False
pl,Dyrektor/Dyrektorka Sprzedaży HoReCa @ Antal,,,full_time,IT,2026-03-17 01:43:12+00:00,"Warszawa, mazowieckie",False,Antal,1.0,,,,,Not Specified,Tuesday,False
us,IT Admin,41686.35,41686.35,Not specified,Hospitality & Catering Jobs,2026-03-23 21:03:58+00:00,"Noble, Cleveland County",True,"Compass Group, North America",3.6506,152180.18931,152180.18931,152180.18931,0.0,,Monday,True
pl,Junior Supply Chain Planner @ Capgemini,,,full_time,IT,2026-02-21 01:36:35+00:00,Polska,False,Capgemini,1.0,,,,,Junior,Saturday,False
gb,IT Apprentice,16200.0,16200.0,Not specified,IT,2026-03-05 04:42:26+00:00,"Euxton, Chorley",False,QA Apprenticeships,4.8924,79256.88,79256.88,79256.88,0.0,Not Specified,Thursday,True
pl,Doradca leasingowy AGRO / Doradczyni leasingowa AGRO,,,full_time,IT,2026-03-07 02:09:55+00:00,"Koszalin, zachodniopomorskie",False,Santander Leasing,1.0,,,,,Not Specified,Saturday,False
gb,"SEN / SEND Tutor, Shropshire",58240.0,72800.0,part_time,Teaching Jobs,2026-01-15 02:27:48+00:00,"Petton, Burlton",False,Targeted Provision Ltd,4.8924,284933.376,356166.72000000003,320550.048,25.000000000000018,,Thursday,True
gb,Senior IT Service Delivery Manager,50125.86,50125.86,Not specified,IT,2026-03-30 21:59:37+00:00,"London, UK",True,South Western Railway,4.8924,245235.75746400002,245235.75746400002,245235.75746400002,0.0,Senior,Monday,True
us,IT Service Technician,49204.65,49204.65,Not specified,IT,2026-03-27 10:10:35+00:00,"Harrisonburg, Harrisonburg City",True,GovCIO,3.6506,179626.49529,179626.49529,179626.49529,0.0,Not Specified,Friday,True
us,Occupational Therapy Assistant - Inpatient Rehab,51927.07,51927.07,part_time,Healthcare & Nursing Jobs,2026-03-31 21:04:24+00:00,"Indian Rocks Beach, Pinellas County",True,Encompass Health Rehabilitation Hospital of Largo,3.6506,189564.96174199998,189564.96174199998,189564.96174199998,0.0,,Tuesday,True
